date,firm,publisher,Likud,Yesh_Atid,Rel_Zionism,Otzma_Yehudit,National_Unity,Shas,UTJ,Yisrael_Beiteinu,Raam,Hadash_Taal,Labor,Meretz,Balad,lead,gov_total,source_url,date_parsed,dems,New_Hope,Bennett_2026,Blue_White,Reservists,Yashar,Joint_List,Joint_List_1,Joint_List_2
26 Nov 2024,Midgam,HaHadashot 12[15],23.0,10.0,-2.0,7.0,10.0,9.0,8.0,9.0,5.0,5.0,,,-1.7,Tie,47.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-26,11,-0.6,23.0,,,,,,
26 Nov 2024,Midgam,HaHadashot 12[15],25.0,15.0,-2.3,9.0,18.0,9.0,8.0,14.0,5.0,5.0,,,-1.7,7,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-26,12,-1.1,,,,,,,
28 Nov 2024,Direct Polls,Channel 14[13][14],31.0,8.0,4.0,8.0,14.0,10.0,8.0,15.0,5.0,5.0,,,-1.9,16,61.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-28,12,-0.3,,,,,,,
29 Nov 2024,Lazar,Maariv[12],21.0,12.0,,7.0,13.0,8.0,8.0,7.0,5.0,5.0,,,,4,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-29,9,,25.0,,,,,,
29 Nov 2024,Lazar,Maariv[12],24.0,15.0,4.0,7.0,19.0,9.0,7.0,14.0,5.0,5.0,,,-1.7,5,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-29,11,-1.1,,,,,,,
5 Dec 2024,Lazar,Maariv[11],20.0,11.0,-2.5,7.0,13.0,8.0,7.0,7.0,5.0,5.0,,,-2.1,7,42.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-05,10,-1.4,27.0,,,,,,
5 Dec 2024,Lazar,Maariv[11],22.0,15.0,4.0,7.0,19.0,9.0,8.0,14.0,5.0,5.0,,,-2.0,3,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-05,12,-1.9,,,,,,,
11 Dec 2024,Maagar Mochot,Channel 13[10],24.0,8.0,5.0,8.0,9.0,9.0,7.0,7.0,4.0,5.0,,,,2,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-11,8,,26.0,,,,,,
11 Dec 2024,Maagar Mochot,Channel 13[10],26.0,13.0,5.0,9.0,19.0,10.0,7.0,12.0,4.0,5.0,,,-2.9,7,57.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-11,10,-0.8,,,,,,,
12 Dec 2024,Midgam,HaHadashot 12[8],23.0,11.0,,8.0,11.0,9.0,8.0,8.0,5.0,5.0,,,,1,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-12,10,,22.0,,,,,,
12 Dec 2024,Direct Polls,Channel 14[7],34.0,10.0,5.0,6.0,14.0,10.0,8.0,11.0,5.0,5.0,,,-2.2,20,63.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-12,12,-0.2,,,,,,,
12 Dec 2024,Midgam,HaHadashot 12[8],25.0,16.0,-2.1,9.0,19.0,9.0,8.0,13.0,5.0,5.0,,,-2.4,6,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-12,11,-1.0,,,,,,,
12 Dec 2024,Lazar,Maariv[9],25.0,14.0,-2.4,8.0,19.0,10.0,7.0,14.0,5.0,5.0,,,-2.0,6,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-12,13,-0.6,,,,,,,
12 Dec 2024,Lazar,Maariv[9],21.0,11.0,-1.3,8.0,13.0,8.0,7.0,8.0,4.0,6.0,,,,4,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-12,9,-0.4,25.0,,,,,,
13 Dec 2024,Kantar,Kan 11[6],24.0,9.0,-1.8,8.0,10.0,10.0,8.0,9.0,5.0,5.0,,,-2.0,2,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-13,10,-1.5,22.0,,,,,,
13 Dec 2024,Kantar,Kan 11[6],26.0,15.0,-2.8,8.0,19.0,10.0,8.0,14.0,5.0,5.0,,,-2.1,7,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-13,10,-1.3,,,,,,,
19 Dec 2024,Lazar,Maariv[5],21.0,11.0,-1.3,8.0,13.0,8.0,7.0,8.0,4.0,6.0,,,,4,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-19,9,-0.4,25.0,,,,,,
19 Dec 2024,Lazar,Maariv[5],24.0,15.0,-1.6,9.0,20.0,9.0,7.0,14.0,4.0,6.0,,,-2.2,4,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-19,12,-1.8,,,,,,,
25 Dec 2024,Midgam,HaHadashot 12[4],22.0,11.0,-3.0,8.0,12.0,9.0,7.0,10.0,5.0,5.0,,,-3.0,1,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-25,10,-0.5,21.0,,,,,,
25 Dec 2024,Midgam,HaHadashot 12[4],23.0,15.0,4.0,8.0,19.0,9.0,7.0,14.0,5.0,5.0,,,-3.0,4,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-25,11,-0.6,,,,,,,
26 Dec 2024,Direct Polls,Channel 14[3],32.0,9.0,4.0,8.0,13.0,10.0,8.0,13.0,5.0,5.0,,,-2.4,19,62.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-26,13,-0.5,,,,,,,
27 Dec 2024,Lazar,Maariv[2],21.0,11.0,-1.8,7.0,13.0,9.0,7.0,8.0,5.0,6.0,,,,3,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-27,9,-0.9,24.0,,,,,,
27 Dec 2024,Lazar,Maariv[2],23.0,16.0,,8.0,20.0,10.0,7.0,15.0,4.0,6.0,,,,3,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-12-27,11,,,,,,,,
1 Jul 2025,Maagar Mochot,Channel 13[122],25.0,7.0,4.0,8.0,,10.0,7.0,10.0,5.0,5.0,,,,4,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-01,9,,21.0,-2.4,,9.0,,,
1 Jul 2025,Maagar Mochot,Channel 13[122],25.0,8.0,4.0,7.0,,10.0,7.0,12.0,5.0,5.0,,,-3.1,2,53.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-01,10,,23.0,4.0,,,,,
1 Jul 2025,Midgam,HaHadashot 12[123],26.0,7.0,-2.0,6.0,,9.0,8.0,9.0,5.0,5.0,,,-2.0,4,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-01,10,,22.0,5.0,,8.0,,,
1 Jul 2025,Yossi Taktika,Zman Israel[121],29.0,6.0,,6.0,,10.0,7.0,8.0,5.0,5.0,,,,4,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-01,8,,25.0,4.0,,7.0,,,
1 Jul 2025,Midgam,HaHadashot 12[123],26.0,9.0,-1.9,6.0,,9.0,8.0,10.0,5.0,5.0,,,-2.0,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-01,12,,24.0,6.0,,,,,
3 Jul 2025,Lazar,Maariv[119],27.0,9.0,-2.6,7.0,,9.0,8.0,9.0,5.0,5.0,,,-1.9,3,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-03,11,,24.0,6.0,,,,,
3 Jul 2025,Lazar,Maariv[119],28.0,9.0,-2.9,7.0,,9.0,8.0,8.0,5.0,5.0,,,-2.0,9,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-03,11,,19.0,5.0,,6.0,,,
3 Jul 2025,Filber,Channel 14[118],34.0,5.0,5.0,6.0,,10.0,8.0,11.0,6.0,5.0,,,-2.2,20,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-03,11,,14.0,5.0,,,,,
3 Jul 2025,Filber,Channel 14[118],35.0,7.0,5.0,6.0,,11.0,8.0,14.0,6.0,5.0,,,-2.5,18,65.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-03,17,,,6.0,,,,,
10 Jul 2025,Lazar,Maariv[117],24.0,7.0,4.0,7.0,,9.0,7.0,10.0,6.0,4.0,,,-2.2,1,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-10,10,,25.0,7.0,,,,,
10 Jul 2025,Yossi Taktika,Zman Israel[116],32.0,5.0,,5.0,,9.0,7.0,10.0,5.0,4.0,,,,6,53.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-10,8,,26.0,4.0,,5.0,,,
10 Jul 2025,Filber,Channel 14[115],34.0,8.0,6.0,6.0,,11.0,8.0,14.0,5.0,5.0,,,-2.3,18,65.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-10,16,,,7.0,,,,,
10 Jul 2025,Filber,Channel 14[115],33.0,5.0,5.0,6.0,,11.0,8.0,11.0,5.0,5.0,,,-2.4,18,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-10,11,,15.0,5.0,,,,,
13 Jul 2025,Direct Polls,i24 News[114],32.0,4.0,5.0,6.0,,11.0,8.0,10.0,5.0,4.0,,,-3.0,10,62.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-13,13,,22.0,-3.1,,,,,
16 Jul 2025,Midgam,HaHadashot 12[111],27.0,9.0,-2.9,6.0,,8.0,8.0,10.0,5.0,5.0,,,-1.7,8,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-16,12,,19.0,-2.6,,11.0,,,
16 Jul 2025,Midgam,HaHadashot 12[111],27.0,10.0,-2.9,6.0,,8.0,8.0,10.0,5.0,5.0,,,-1.7,4,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-16,12,,23.0,6.0,,,,,
17 Jul 2025,Filber,Channel 14[107],35.0,8.0,5.0,6.0,,10.0,8.0,16.0,6.0,5.0,,,-2.3,19,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-17,16,,,5.0,,,,,
17 Jul 2025,Filber,Channel 14[107],34.0,6.0,5.0,6.0,,10.0,8.0,9.0,6.0,5.0,,,-2.4,16,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-17,13,,18.0,-2.9,,,,,
17 Jul 2025,Lazar,Maariv[109][110],26.0,8.0,4.0,7.0,,9.0,7.0,11.0,5.0,5.0,,,-1.8,4,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-17,10,,22.0,6.0,,,,,
17 Jul 2025,Lazar,Maariv[109][110],26.0,8.0,4.0,7.0,,9.0,7.0,10.0,5.0,5.0,,,-1.8,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-17,9,,18.0,5.0,,9.0,,,
17 Jul 2025,Yossi Taktika,Zman Israel[108],30.0,7.0,4.0,5.0,,8.0,7.0,10.0,5.0,5.0,,,,4,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-17,9,,26.0,4.0,,,,,
23 Jul 2025,Maagar Mochot,Channel 13[106],24.0,9.0,-2.8,7.0,,10.0,7.0,10.0,4.0,6.0,,,-2.3,Tie,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-23,11,,24.0,4.0,,4.0,,,
23 Jul 2025,Yossi Taktika,Zman Israel[105],28.0,7.0,,7.0,,7.0,7.0,10.0,6.0,5.0,,,,6,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-23,10,,22.0,4.0,7.0,,,,
24 Jul 2025,Lazar,Maariv[104],24.0,9.0,,7.0,,10.0,7.0,11.0,5.0,5.0,,,,2,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,10,,22.0,4.0,,6.0,,,
24 Jul 2025,Lazar,Maariv[104],25.0,9.0,-2.6,7.0,,10.0,7.0,12.0,5.0,5.0,,,,1,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,11,,24.0,5.0,,,,,
24 Jul 2025,Filber,Channel 14[103],34.0,9.0,5.0,6.0,,10.0,8.0,15.0,6.0,5.0,,,-2.6,18,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,16,,,6.0,,,,,
24 Jul 2025,Filber,Channel 14[103],33.0,6.0,4.0,6.0,,11.0,8.0,8.0,6.0,5.0,,,-2.5,17,62.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,13,,16.0,4.0,,,,,
24 Jul 2025,Direct Polls,i24 News[102],27.0,5.0,6.0,7.0,,9.0,8.0,12.0,5.0,4.0,,,-2.8,1,57.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,11,,26.0,-2.3,,,,,
24 Jul 2025,Lazar,Maariv[104],24.0,8.0,,7.0,,10.0,7.0,10.0,5.0,5.0,,,,2,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,10,,22.0,5.0,7.0,,,,
24 Jul 2025,Direct Polls,i24 News[102],25.0,4.0,6.0,6.0,,9.0,8.0,9.0,5.0,4.0,,,,1,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-24,10,,24.0,,10.0,,,,
30 Jul 2025,Yossi Taktika,Zman Israel[101],26.0,8.0,,7.0,,9.0,7.0,11.0,6.0,5.0,,,,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-30,11,,24.0,6.0,,,,,
31 Jul 2025,Lazar,Maariv[100],21.0,7.0,-2.4,6.0,,9.0,8.0,9.0,6.0,4.0,,,-1.5,2,44.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-31,10,,19.0,4.0,13.0,4.0,,,
31 Jul 2025,Lazar,Maariv[100],25.0,7.0,-2.9,7.0,,9.0,8.0,9.0,6.0,4.0,,,-1.5,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-31,10,,23.0,4.0,,8.0,,,
31 Jul 2025,Lazar,Maariv[100],25.0,8.0,-2.7,7.0,,9.0,8.0,12.0,6.0,4.0,,,-1.9,Tie,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-07-31,12,,25.0,4.0,,,,,
3 Aug 2025,Maagar Mochot,Channel 13[99],24.0,7.0,4.0,9.0,,9.0,8.0,8.0,6.0,5.0,,,-2.5,1,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-03,8,,23.0,4.0,,5.0,,,
6 Aug 2025,Yossi Taktika,Zman Israel[98],26.0,10.0,,6.0,,10.0,7.0,11.0,6.0,5.0,,,,3,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-06,10,,23.0,6.0,,,,,
7 Aug 2025,Lazar,Maariv[97],23.0,7.0,4.0,6.0,,9.0,7.0,8.0,5.0,5.0,,,-1.4,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-07,10,,21.0,4.0,,11.0,,,
7 Aug 2025,Filber,Channel 14[96],34.0,8.0,5.0,6.0,,11.0,8.0,8.0,5.0,5.0,,,-2.3,20,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-07,11,,14.0,5.0,,,,,
10 Aug 2025,Kantar,Kan 11[95],26.0,6.0,4.0,6.0,,9.0,7.0,10.0,6.0,5.0,,,-2.1,4,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-10,8,,22.0,4.0,,7.0,,,
13 Aug 2025,Yossi Taktika,Zman Israel[94],28.0,8.0,5.0,5.0,,10.0,7.0,10.0,5.0,4.0,,,,3,55.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-13,9,,25.0,4.0,,,,,
14 Aug 2025,Lazar,Maariv[93],23.0,9.0,4.0,7.0,,9.0,7.0,12.0,5.0,5.0,,,,1,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-14,10,,24.0,5.0,,,,,
14 Aug 2025,Filber,Channel 14[92],33.0,8.0,5.0,6.0,,11.0,8.0,8.0,5.0,5.0,,,-2.2,16,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-14,10,,17.0,4.0,,,,,
14 Aug 2025,Lazar,Maariv[93],21.0,6.0,4.0,7.0,,9.0,7.0,9.0,5.0,5.0,,,-2.2,2,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-14,10,,23.0,5.0,,9.0,,,
17 Aug 2025,Midgam,HaHadashot 12[91],23.0,7.0,4.0,6.0,,8.0,7.0,10.0,5.0,5.0,,,-1.9,4,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-17,11,,19.0,-2.7,5.0,10.0,,,
17 Aug 2025,Midgam,HaHadashot 12[91],24.0,7.0,4.0,6.0,,8.0,7.0,11.0,5.0,5.0,,,-1.9,4,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-17,11,,20.0,-2.9,,12.0,,,
20 Aug 2025,Direct Polls,i24 News[90],28.0,4.0,6.0,9.0,,10.0,8.0,9.0,5.0,4.0,,,-2.9,9,61.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-20,13,,19.0,-2.4,5.0,,,,
21 Aug 2025,Lazar,Maariv[89],20.0,9.0,4.0,8.0,,8.0,7.0,10.0,5.0,5.0,,,-1.4,1,47.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-21,10,,21.0,-1.4,5.0,8.0,,,
21 Aug 2025,Lazar,Maariv[89],21.0,8.0,4.0,8.0,,8.0,7.0,9.0,6.0,5.0,,,-1.4,2,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-21,11,,23.0,-1.9,,10.0,,,
21 Aug 2025,Lazar,Maariv[89],21.0,10.0,4.0,7.0,,8.0,7.0,11.0,5.0,5.0,,,-2.3,5,47.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-21,12,,26.0,4.0,,,,,
21 Aug 2025,Yossi Taktika,Zman Israel[88],28.0,7.0,4.0,6.0,,9.0,7.0,11.0,6.0,5.0,,,,2,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-21,11,,26.0,,,,,,
21 Aug 2025,Filber,Channel 14[87],34.0,8.0,4.0,7.0,,11.0,8.0,8.0,5.0,5.0,,,-2.4,18,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-21,10,,16.0,4.0,,,,,
26 Aug 2025,Yossi Taktika,Zman Israel[86],27.0,8.0,,7.0,,9.0,7.0,11.0,4.0,6.0,,,,1,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-26,11,,26.0,4.0,,,,,
28 Aug 2025,TrendZone,–[82],32.0,,,6.0,,9.0,7.0,9.0,6.0,5.0,,,,11,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,12,,21.0,4.0,,9.0,,,
28 Aug 2025,Filber,Channel 14[83],34.0,8.0,5.0,6.0,,11.0,8.0,9.0,5.0,5.0,,,-2.1,19,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,9,,15.0,5.0,,,,,
28 Aug 2025,Lazar,Maariv[85],23.0,9.0,4.0,7.0,,8.0,7.0,12.0,6.0,5.0,,,-2.3,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,10,,25.0,4.0,,,,,
28 Aug 2025,Lazar,Maariv[85],23.0,8.0,4.0,8.0,,8.0,7.0,11.0,6.0,5.0,,,-2.5,1,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,9,,22.0,-1.8,,9.0,,,
28 Aug 2025,Midgam,HaHadashot 12[84],24.0,7.0,4.0,7.0,,8.0,7.0,10.0,5.0,5.0,,,-2.5,4,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,11,,20.0,-2.8,,12.0,,,
28 Aug 2025,Lazar,Maariv[85],24.0,7.0,-2.8,8.0,,8.0,7.0,10.0,6.0,5.0,,,-2.54,3,47.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-28,9,,21.0,-1.8,8.0,7.0,,,
29 Aug 2025,TrendZone,–[82],32.0,4.0,,6.0,,9.0,7.0,9.0,6.0,5.0,,,,11,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-08-29,12,,21.0,,,9.0,,,
2 Sep 2025,Maagar Mochot,Channel 13[81],22.0,8.0,4.0,9.0,,10.0,7.0,10.0,5.0,5.0,,,-3.0,1,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-02,9,,23.0,4.0,,4.0,,,
3 Sep 2025,Direct Polls,i24 News[80],30.0,4.0,5.0,6.0,,10.0,8.0,11.0,5.0,5.0,,,-2.8,10,59.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-03,10,,20.0,-2.4,6.0,,,,
3 Sep 2025,Yossi Taktika,Zman Israel[79],26.0,7.0,,7.0,,9.0,7.0,10.0,6.0,4.0,,,,3,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-03,11,,23.0,4.0,6.0,,,,
4 Sep 2025,Midgam,HaHadashot 12[78],24.0,7.0,4.0,7.0,,8.0,7.0,11.0,5.0,5.0,,,-2.3,5,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-04,11,,19.0,-2.1,,12.0,,,
5 Sep 2025,Lazar,Maariv[77],25.0,8.0,-1.9,7.0,,9.0,7.0,10.0,5.0,5.0,,,-1.9,1,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-05,10,,24.0,4.0,,6.0,,,
8 Sep 2025,Lazar,Walla[76],26.0,8.0,,7.0,,10.0,7.0,11.0,5.0,5.0,,,,3,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-08,10,,23.0,,,8.0,,,
10 Sep 2025,Yossi Taktika,Zman Israel[75],24.0,6.0,,7.0,,9.0,7.0,11.0,6.0,5.0,,,,4,47.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-10,9,,20.0,4.0,5.0,7.0,,,
11 Sep 2025,Filber,Channel 14[73],34.0,8.0,5.0,7.0,,10.0,8.0,8.0,5.0,5.0,,,-2.3,20,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-11,12,,14.0,4.0,,,,,
11 Sep 2025,Lazar,Maariv[74],24.0,7.0,4.0,7.0,,8.0,7.0,10.0,5.0,5.0,,,-2.1,1,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-11,11,,23.0,-2.4,,9.0,,,
11 Sep 2025,Midgam,HaHadashot 12[72],24.0,8.0,-2.1,7.0,,9.0,8.0,10.0,5.0,5.0,,,-2.2,6,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-11,11,,18.0,-1.3,6.0,9.0,,,
11 Sep 2025,Midgam,HaHadashot 12[72],25.0,9.0,-2.4,7.0,,9.0,7.0,11.0,5.0,5.0,,,-2.2,6,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-11,11,,19.0,-1.4,,11.0,,,
17 Sep 2025,Yossi Taktika,Zman Israel[71],24.0,7.0,,7.0,,9.0,7.0,9.0,5.0,5.0,,,,6,47.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-17,8,,18.0,4.0,5.0,12.0,,,
17 Sep 2025,Maagar Mochot,Channel 13[70],23.0,8.0,4.0,9.0,,9.0,7.0,9.0,4.0,6.0,,,-1.9,Tie,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-17,9,,23.0,4.0,,5.0,,,
17 Sep 2025,Filber,Channel 14[69],33.0,4.0,4.0,7.0,,11.0,8.0,8.0,5.0,5.0,,,-2.6,18,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-17,11,,15.0,4.0,,5.0,,,
17 Sep 2025,Kantar,Kan 11[68],25.0,8.0,-2.7,8.0,,9.0,8.0,9.0,5.0,5.0,,,-2.3,4,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-17,10,,21.0,4.0,,8.0,,,
17 Sep 2025,Direct Polls,i24 News[67],32.0,5.0,5.0,6.0,,10.0,8.0,10.0,5.0,5.0,,,-2.7,19,61.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-17,11,,13.0,-1.9,,10.0,,,
